feature,mean_importance
7,-0.004581580723833733
14,-0.0012313798365431229
47,-1.157790725829777e-05
56,-1.3877787807814457e-17
40,-1.3877787807814457e-17
24,-1.3877787807814457e-17
16,-1.3877787807814457e-17
48,4.4494050518151253e-07
31,1.6537196684268672e-05
8,5.395120202544845e-05
49,0.0005632301223992359
23,0.0008801810578379837
15,0.0009767633908263963
25,0.0012275615370132165
55,0.002004536072097865
41,0.0025195401006095465
63,0.0037880661191595443
11,0.004627779083323957
22,0.005317351635464313
17,0.0054276224190378
37,0.005509835745187866
62,0.005970717099446543
57,0.007151503387764815
1,0.007312763528246144
59,0.007948937761515451
2,0.009084067135194471
29,0.009678085549847748
13,0.009811499517819105
34,0.010019428705667166
6,0.010138761814513939
35,0.010979148318731808
33,0.010984871761288068
51,0.012238963784455038
61,0.013196159984952415
45,0.013512084288378842
9,0.013999399467001225
60,0.014292813083461597
50,0.015274302231323537
58,0.015692114165942884
54,0.017103279360375166
53,0.0174165329608542
30,0.017438118262743156
28,0.02013745125382234
52,0.02230998306778284
38,0.022543135037349744
46,0.023876769678573644
36,0.02600162642019658
4,0.026027938934062765
18,0.029106969354710743
27,0.030756419295763365
10,0.03187597372152992
20,0.03207834503091791
5,0.032207684685031046
3,0.03644902361151975
42,0.03925587082659861
26,0.04121588816401998
44,0.04345534559017321
12,0.05737580149431113
19,0.07748731903531532
43,0.08838042064846484
21,0.10924885710997949
