feature,mean_importance
10,-0.001051753018004664
22,-0.0009307023937568215
59,-0.0006951948165846878
55,-4.553970810265984e-05
9,3.514940414202639e-05
57,0.000166194745556697
25,0.0006724197379630148
3,0.0007823028854876846
52,0.00174484866029464
4,0.002154382097523577
41,0.002409907573700759
17,0.002694483798063868
6,0.004228806774825245
63,0.005659270512076864
2,0.005951565721389901
58,0.006035213551932389
34,0.006268007525538871
13,0.007456586263653181
37,0.008182933010926046
51,0.0090658108100726
20,0.009386567845590037
62,0.010719987259096658
18,0.010729949206778538
46,0.012323386643512929
50,0.013186469327612537
35,0.014098525917128096
29,0.014315233029231256
44,0.015497479507168154
33,0.01848479761654635
5,0.018536377371592628
30,0.01997816154385352
12,0.02043191347841162
61,0.021766200964014486
60,0.026507706376836453
53,0.02734893899003941
54,0.027952613998602605
27,0.030006799838037425
45,0.03513608169081952
38,0.049484662311026106
19,0.07119787658807528
43,0.11256405358210544
26,0.13707266562751605
28,0.1506576133643854
42,0.17773658327230765
21,0.41681668082862133
