feature,mean_importance
50,-0.0006048842905174489
55,0.00011729621066915441
57,0.003428689423456005
28,0.005048742976131332
54,0.00586591165568528
35,0.006263312349674077
58,0.006338154392521228
9,0.007907939086174737
2,0.009005772264583878
4,0.009133700049925576
60,0.009736855026613889
25,0.010134758458797332
17,0.011596404238012042
33,0.013609948533518861
6,0.013661915426269045
46,0.016544680972754366
61,0.01719631344928694
38,0.01875339373151194
44,0.01959260778872579
5,0.02113415752653904
37,0.021198961286527575
30,0.021625988996637514
63,0.02328252246359397
52,0.023603720647116987
59,0.024179572421856043
51,0.025388841789817217
22,0.025749292880291142
34,0.027124264594572085
41,0.02744123452016216
12,0.02842025358336958
29,0.02869773123813321
18,0.029044710396861843
13,0.03199735269233825
10,0.033921269287542216
62,0.03448848594811801
53,0.03505728219289357
3,0.04536711052784161
45,0.05010626653136783
20,0.0510636182691238
19,0.05430449006597367
26,0.06160046843467283
42,0.06837297167529624
27,0.0697469649158187
43,0.0766801335427666
21,0.07969044027703044
