feature,mean_importance
61_ratio_34,-0.00672995553938256
13,-0.005024079222300537
9,-0.003974060426945267
60,-0.002553406173106479
36_multiply_28,-0.0024901368803803394
50,-0.001932008973580071
63,-0.0008378840620506007
17,-0.0005819561677418928
55,-0.0005085915685801468
3,-0.0004669578732809626
56,0.0
31,0.0
40,0.0
47,0.0
48,0.0
24,0.0
8,0.0
16,0.0
23,2.043500654128061e-06
57,1.4359395776855632e-05
61,2.0563766806427907e-05
15,0.0001779394172243015
1,0.0008421303993688012
11,0.00136989211711519
random_feature,0.0016280460446463003
62,0.0018697252070295795
22,0.0022711457900675388
6,0.0025710964075117333
53,0.0026499738748401863
52,0.002677330980148193
49,0.0026843411626654963
61_ratio_3,0.0032228049400946923
2_ratio_13,0.003341955484970549
14,0.0033655494531712018
29,0.003578908848671225
7,0.0035965564381779504
13_ratio_2,0.004526295851368883
57_sum_2,0.004891121777532412
52_ratio_36,0.004945005758651294
59_ratio_2,0.005061613719063618
12,0.005769779829961597
44,0.006076543567204584
25,0.006085247932006721
4,0.007298866301381227
28,0.00831264380574682
2,0.008574302514489476
35,0.008801804438405498
46,0.009314268999302558
19,0.009510333125053458
51,0.009619656177978029
36,0.010714322126337503
30,0.010826611253800642
59,0.010839529208482135
38,0.01103859500272703
10,0.01166883722115005
45,0.011848536722462125
36_multiply_4,0.01253809252583236
58,0.01481718976968919
37,0.016089422063956072
18,0.016632660994347105
41,0.016800728194067208
34,0.01735723718989292
27,0.01783960066659966
33,0.0205856785055615
20,0.0208069316381451
54,0.023340039839415197
5,0.023636801224080725
18_ratio_26,0.03375265906518119
43,0.05979501144180255
42,0.07110645069210811
26,0.07219386475209102
21,0.08516996337663808
