feature,mean_importance
54,-0.06427283784632479
41,-0.03741754251160932
49,-0.0325954081005176
18,-0.017749265327995267
3,-0.015218211976542407
13,-0.012922664836510878
2,-0.012377451026696762
33,-0.007497444559077871
25,-0.005440773564293178
23,-0.004000428120224009
30,-0.0034469495280370797
8,-0.0018800323031608502
9,-0.0010434615152919546
47,-1.3269627225320769e-05
31,-1.797208396991934e-07
24,0.0
56,0.0
48,3.744391134063996e-06
40,9.582592007806312e-06
16,0.0010735432681644897
15,0.005072799029892527
1,0.007499261816566993
11,0.00925137325819625
46,0.009875819163184207
28,0.011457184639488416
17,0.011815122262700695
60,0.01674239648024802
57,0.017396490422959078
55,0.01815979393816596
50,0.02064048836906727
34,0.02521181143625133
58,0.029990368952780355
45,0.030085373510820412
14,0.031180000756322546
59,0.038265326573564205
62,0.039671632820818495
22,0.04377642481413011
5,0.044026418572872816
51,0.045870432618345267
44,0.0460712651920709
52,0.05159953794059848
12,0.05622032523011182
53,0.057564289685543876
61,0.05793799597154599
36,0.05806346136218783
37,0.061670819552967826
7,0.06467460944743333
6,0.06552710842626211
42,0.07133641789672236
4,0.07475233639504437
10,0.07688852377201368
29,0.0825599969680064
38,0.08600927779134897
35,0.11412008922846661
19,0.11545460830705176
20,0.11723033660758753
26,0.11988203112015199
27,0.12306172306007315
63,0.1450780898801369
43,0.22005814984484204
21,0.2701501627149005
