,0.0,0.01,0.44,0.49,0.51,1.0,5.0,14.0,16.0,19.0,639.0,641.0,719.0,736.0,1439.0,1455.0
intercept,0.3828684567735695,-0.09771297644823324,-0.09766420792446356,-0.09766505458391585,-0.09763220461974081,-0.09519577097585381,0.3354454115828915,0.5405205236810324,0.8181200258214204,0.06699114967534227,0.999075941511717,0.8566344315935063,0.8652884904426362,0.315660335910871,-1.4473624901061006,-3.247372062334689
total,-1.095196405603121,-1.9331525602324808,-1.9330722215089333,-1.9330736162573674,-1.9330195005641608,-1.9290049588020994,-1.18344900611534,-0.7872479153551092,-0.14114731734404862,-1.657532768474764,0.5911989002832148,1.6311355150663005,1.610534601422211,2.41432192241817,3.676711881962365,4.601993449105154
