feature,mean_importance
2_ratio_13,-0.007005104710856834
22,-0.005292664706808055
13_ratio_2,-0.0026758657386507486
57_sum_2,-0.0012523995643026753
18,-0.00043882638374429796
61_ratio_34,-0.00024709628033576516
57,-6.883745650544115e-05
18_ratio_26,0.0003185664497422219
37,0.0007619864322247011
58,0.0009543808541307985
3,0.0009673872519946891
63,0.0010522315208697842
41,0.0012437983329849855
52_ratio_36,0.0012917971950577784
55,0.0014417606286715595
10,0.0014705285333529105
59,0.0017039770393724063
6,0.0017329267014674992
59_ratio_2,0.0018690960524071181
2,0.0019162307886745472
25,0.002080304825558968
4,0.002380073114878231
52,0.002707943789838338
51,0.0027501640693545133
53,0.002788271954493865
28,0.002818730624725993
17,0.004103150665012665
44,0.005324600427395185
46,0.00567905460792042
33,0.0069022924154852425
61,0.007025401515967358
35,0.007172626899076032
29,0.007968641669172466
50,0.00813343132392925
60,0.00852423373980445
13,0.009303174209194933
62,0.00971363880842028
34,0.00983083954176201
12,0.010887635564402804
9,0.010945040507680614
30,0.013550433835760486
27,0.01630438031039998
45,0.016464955741134542
5,0.016743999927579502
54,0.01864595123034654
38,0.019961072467025436
20,0.02852763353249772
43,0.03066176730127107
19,0.040690133204044
26,0.04298626367038012
42,0.07969108846172288
21,0.12409309828590187
