feature,mean_importance
61,-0.05618897386059728
18,-0.02509131138789587
25,-0.0202014384617464
53,-0.020005541467966792
10,-0.01478814966450297
22,-0.01091213314025008
60,-0.005899793730414171
55,-0.0010506941784255597
4,-0.0004041471088128801
40,-0.00015917170111544586
48,-3.3025759346161363e-07
24,0.0
16,0.0
31,0.0
56,0.0
9,1.5776454255211902e-06
8,0.0008168818941836631
47,0.0034434303088110908
7,0.0035254429399922183
23,0.00566992088405639
54,0.006156872144897785
11,0.006804022746719718
63,0.008546032070605059
30,0.009267968201415266
62,0.01031695667908351
49,0.010614686083261137
59,0.012792698813839298
2,0.015174303195075655
3,0.01789955443890424
34,0.020420735369652266
1,0.020984799078363682
26,0.022298395097495215
12,0.023195348650416402
35,0.024493990227222096
58,0.025796117774952665
33,0.029962804067252945
57,0.03342260915168567
17,0.033708427700482754
15,0.04130593276111118
29,0.04159667478899061
52,0.04586259817344522
20,0.04593231976650793
46,0.04600397278766825
51,0.048234822454748826
14,0.053055308956071835
13,0.05915368194408852
45,0.06359079429011293
41,0.07310702339002564
28,0.07559649756986843
27,0.07693534107295362
37,0.07838866569833687
50,0.07981922858507276
19,0.09281520333546577
44,0.09914286923631253
36,0.12391781039894179
42,0.1290409755150762
38,0.14732007228774027
5,0.1522728734235658
43,0.153468582345333
21,0.16407371111339777
6,0.23174197016845874
