feature,mean_importance
15,-0.036138550404164506
38,-0.019399047339305763
28,-0.014147713660254219
6,-0.005888888392353453
13,-0.00534936690991763
11,-0.002859857392082965
30,-0.0022571928615566896
25,-0.0020277869877176613
37,-0.001759004860085589
7,-0.0015194934030863805
45,-0.001386546708420222
8,-0.0013445042829757226
35,-0.0013404396801563912
23,-0.0008120695501134811
47,-0.00041377612542095046
31,-5.037309145933255e-05
48,-4.813948197223139e-05
40,-1.407373810173862e-05
56,0.0
24,0.0
16,0.0017862890673269627
3,0.002057714662997134
1,0.002640220622952982
41,0.002721342167204177
14,0.005333936772197978
2,0.006345830584681733
34,0.006788105036568215
17,0.007427214676588012
33,0.00779673141967403
49,0.007887357506864989
22,0.00792457566470085
29,0.010834922852464967
9,0.012345714162650123
57,0.0144600989125929
59,0.015401032484760347
46,0.01740298359646969
61,0.018903528421353233
54,0.019149677684820753
55,0.021091335079418627
52,0.021213613497072827
50,0.021715675146166135
58,0.024833211533219556
18,0.02747803797903938
42,0.028039987160169522
12,0.029640514375314796
20,0.02999972452749956
62,0.03552554140245656
63,0.03593075859285607
5,0.03701483938798299
44,0.039221758995543185
36,0.04388111567015769
10,0.04416743767112043
60,0.044714886160095925
51,0.04475519717007663
43,0.04819777700260426
53,0.05753933204687767
21,0.05755319864430449
26,0.06973790305325425
27,0.08052698862771965
4,0.08287419242495202
19,0.09049760911227132
