feature,mean_importance
57,0.00048573375421830935
6,0.001222352337413013
55,0.0016154082514723057
41,0.0019287367279915868
59,0.0028375543960062035
22,0.003805523430931157
17,0.004290503943682911
3,0.004521482437680668
25,0.004630773399190147
63,0.004676022782480416
62,0.007483180233661402
52,0.009067955699489438
9,0.01053642185110525
60,0.01121191689615556
4,0.012735791009497111
58,0.0133832502183155
37,0.01585202708349025
46,0.016566164692252295
29,0.017927033066997833
12,0.01947602788847296
18,0.021233937886292898
50,0.021449783640320817
34,0.022985555551322378
45,0.023613377341789955
51,0.024879940089220842
13,0.028111783536106504
35,0.03110539203112559
5,0.03304779544483012
2,0.03473498530957895
53,0.04039842226461769
27,0.04649099474281806
19,0.04833394743406975
10,0.049268779568129764
20,0.056454337133480845
54,0.06872373402479603
44,0.0726938510113515
61,0.09277950012962034
38,0.09333257489508714
28,0.1800298721191235
33,0.1977281583936164
42,0.21063849875728602
26,0.22439556965563573
30,0.22811303759084772
21,0.28978232668652465
43,0.31283135521072974
