feature,mean_importance
17,-0.003801528894792583
25,-0.0009229799134343186
49,-0.00011763835671604605
1,-2.579735974554409e-05
56,0.0
48,0.0
47,0.0
40,0.0
24,0.0
16,0.0
31,0.0
8,0.0
23,1.9930250322319765e-07
15,2.7951409702328677e-05
57,4.170853310467293e-05
7,6.086196919345421e-05
14,0.0004796906262903855
55,0.0005902812858437246
11,0.0006204906826976969
22,0.0018281379877516713
59,0.00253330684606719
34,0.003713259269926597
41,0.003844501591354535
6,0.004685707081536719
10,0.004936253494575635
46,0.005243802904760281
52,0.005414172562822642
63,0.005443349122255045
61,0.0055972769331972235
18,0.007921748425619277
44,0.00854531619906294
29,0.008903876428413952
62,0.00937653178980449
4,0.009802909583826989
27,0.010315902971832458
3,0.010857770286664686
30,0.012331083506665919
60,0.012787373208968885
35,0.013093546383743057
9,0.014090137223512652
13,0.014267474771246227
53,0.014348655043505461
45,0.014640171866609115
20,0.014646195045003016
51,0.01675076457695952
2,0.017706214415335295
50,0.01799024269547759
58,0.01815889344214763
37,0.018855641030400126
5,0.021502615020663026
33,0.02366996850525099
36,0.027128867629634134
54,0.027135901062770362
12,0.02797629249070228
28,0.04444710684187094
43,0.0773264993329131
38,0.11175223330391329
19,0.12803942039868824
26,0.15930158415182322
42,0.39383956492850114
21,0.541623063314107
