Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.1498732178412704,0.1738864392302519,0.1547884096478538,0.1553702235805306,0.1621207019085409,0
0.0892146292257726,0.0819365780856954,0.0867486424710808,0.0903015480985282,0.0883034354702113,0
0.0458479280952095,0.0325396830682374,0.0400287294576114,0.0320736304734013,0.0260920166563674,0
0.0296445715408118,0.0362005905732159,0.031472482800539,0.0309980462142649,0.0311288114481811,0
0.011507156272687,0.0117341427114141,0.0138551555931908,0.0119169749919054,0.0129732488126924,0
0.0082538771918157,0.0109762119940148,0.0100846798841704,0.0105455380586701,0.0096920163510992,0
0.0053407183587282,0.0086678003886625,0.0113577584374699,0.0105449111495324,0.0092815050609923,0
0.0083993440652634,0.0073374964069718,0.0080906069816098,0.0088852145260592,0.0074986967964543,0
0.0055307441524692,0.0049234256532591,0.0054116977888569,0.0048655801646723,0.0052916295410862,0
0.0025988961764531,0.0047071144999452,0.0039652684741496,0.0030264862307572,0.0023822847423781,0
0.0021047025728463,0.0023356291987619,0.002508042197084,0.0024646646065499,0.0017625921275164,0
0.0017015004652698,0.0012950275270971,0.0010235618546452,0.0009123504152834,0.001611210697251,0
0.0017254477386009,0.000907045782872,0.000537589784491,0.0013009236073233,0.0006854115936044,0
0.0008946504079864,0.001188617270165,0.0009151369140772,0.0008651220046876,0.0009323961831197,0
0.0003612596178936,0.0004281564292933,0.0005420887160716,0.0004223130295993,0.00037919292901,0
0.0002161274604705,0.0002495797047041,0.0002079668273025,0.0002269856305279,0.0002028135847422,0
0.0001328128376692,0.0001720600275256,0.0002289471980389,0.0002286256168072,0.0002407214029634,0
9.874818599082347e-05,0.0001045408474511,0.0001061179284873,9.259537668195648e-05,0.0001029720187453,0
6.772424032107695e-05,7.953127944814414e-05,7.786618700524666e-05,7.669150527968252e-05,7.190016446731375e-05,0
7.596579632397212e-05,7.567622844608189e-05,8.613671816716842e-05,7.125962694334079e-05,6.23115103630869e-05,0
2.043442149986804e-05,2.4856803452328056e-05,2.161278789543348e-05,2.453410606635294e-05,2.218975848659163e-05,0
4.4052003395818695e-06,4.9061475644663286e-06,5.41939625655544e-06,2.673547028234449e-06,4.15152399386042e-06,2
-2.9306677037373534e-07,-9.610982834790645e-07,7.767492409009067e-06,-1.7720594161739815e-06,3.59139103534145e-06,5
