feature,mean_importance
36,-0.0074386561732242675
2_ratio_13,-0.006294745980084768
22,-0.005406841073798801
36_multiply_28,-0.003943564903818119
28,-0.003246800970740127
52_ratio_36,-0.0023964542481385576
13_ratio_2,-0.002331120570636477
25,-0.0013081529037251155
7,-0.0003272085640115774
14,-0.0002372816703530317
15,-0.00022970311805944332
6,-0.00012633772497715746
23,-3.7359208286127934e-05
24,0.0
31,0.0
40,0.0
16,0.0
56,0.0
8,0.0
47,0.0
48,0.0
36_multiply_4,0.00018389571426332963
59_ratio_2,0.00028622120056278624
49,0.0004686408316259438
57,0.0006395156785266171
57_sum_2,0.0006683319580913255
1,0.000745618447729815
41,0.0009313680703215809
11,0.0009745481914870651
61_ratio_34,0.0010249850555428153
4,0.001097022251963334
63,0.0012870006673732781
59,0.0013258236934225258
3,0.0020909068724726558
61_ratio_3,0.0022563362611332377
29,0.0022910731809705374
2,0.0024088764602286815
55,0.0024456468891115
18_ratio_26,0.0025025593146336595
52,0.0028096066588629955
10,0.0033899524233662742
30,0.004198351149928484
44,0.004428080700573966
17,0.004482038286216255
45,0.004514414465632943
61,0.004754208572708749
37,0.0052669264271682946
18,0.005982304345483774
58,0.00741942386749587
9,0.008204659217794143
60,0.008534818421168003
12,0.008575814347513635
53,0.008586422942808819
46,0.009841954335212108
13,0.010286124542670732
35,0.01029602779395116
62,0.011005583755696605
27,0.01136389498255383
51,0.013382050011233604
33,0.015365335348057323
34,0.017492525777808233
43,0.018628828965024873
5,0.019842429864351214
50,0.02095112048639869
54,0.02101553100973277
19,0.02122170089927752
38,0.024145106913775898
20,0.033779404744850805
26,0.04141374879884576
42,0.06373611304060675
21,0.11768719537024944
