feature,mean_importance
17,-0.004601901711758158
22,-0.00309636846243348
14,-0.0014897048049106465
25,-0.0010412010158771163
1,-0.0005626214061389495
53,-0.00028444109916615226
30,-0.0002469801962539667
56,0.0
48,0.0
40,0.0
24,0.0
16,0.0
31,0.0
8,0.0
47,2.2799281195584607e-06
7,1.2716642843846326e-05
23,2.3817560305008922e-05
15,3.2226303377394515e-05
49,6.251566274002306e-05
55,0.00011040323721158984
57,0.00013805886139167943
61,0.0002551213142578751
11,0.0004700084685425876
41,0.0005329200324310501
60,0.0005993502097679015
29,0.000850255786103267
6,0.001206358138876837
63,0.0025825632297711287
36,0.0029581530689666764
52,0.0031475747084868944
9,0.0032774657905940475
59,0.0033817832655432616
34,0.0035806050154967876
46,0.00443161726318222
3,0.005141095057014641
44,0.0055604294467266335
18,0.00576355010074571
62,0.005809460177394707
37,0.005898357912880525
4,0.006510066436212586
10,0.006543112118374409
45,0.0067214406717902245
2,0.006729376572380916
13,0.006993753313183812
33,0.007553979468526842
50,0.00761228645391881
20,0.008006454068318337
28,0.008583176116779504
27,0.008705813564026152
51,0.008974232225891794
58,0.009598563786233933
54,0.010461572100441244
5,0.012418567688093773
35,0.014468099350203073
12,0.01789167628500725
19,0.026104269645294463
26,0.026493681661619604
38,0.03537850264548078
43,0.0455073607851283
42,0.0831847554317605
21,0.09280064226391391
