feature,mean_importance
22,-0.0016949149591945795
25,-0.00016983327659006177
57,3.3414329823078234e-05
59,0.0007101085218784193
41,0.0008523138358604798
55,0.0009844219876308847
37,0.0022333204002077584
6,0.002292495310207923
52,0.004201712565255649
4,0.0043575257156125095
3,0.005197390067912274
17,0.0056609970429660015
63,0.007361155875572606
29,0.007741231179474941
34,0.008212513148922612
35,0.008469436050948357
18,0.009040502672723962
9,0.009459366848912196
30,0.009641752303750428
2,0.00977637499269568
51,0.010609702886727907
46,0.012559002130761252
62,0.013009189683318798
58,0.014525492547825846
10,0.015288138790066888
50,0.01810843923747059
61,0.019656972005810798
44,0.022084794711411598
13,0.022128605933529024
27,0.022938239612218844
45,0.023770875500860576
20,0.024344582191923918
33,0.024962829650566738
12,0.026059348400357764
54,0.029685599788176153
38,0.030001936244742768
53,0.03071442995731357
60,0.03636055972368653
5,0.03789729911071104
43,0.05906530556924365
19,0.09747644469161362
26,0.11228973742183976
28,0.12324078153358034
42,0.20122542819585995
21,0.38394913224837424
