feature,mean_importance
59,-0.0010092811450815643
22,-0.0005884749201415407
10,-9.806686865171388e-05
55,-6.356414288045675e-05
57,0.0001278081191721181
3,0.00013884013824011499
52,0.00041526358416236195
9,0.00044377697711780464
25,0.000565850090185277
4,0.002365228567749783
41,0.0025668116227756665
6,0.0034242031039829536
17,0.003925179436724546
63,0.004067088230526034
34,0.00600117406391083
58,0.006860167977571513
13,0.006933192788518549
2,0.007392657115602386
51,0.009422275090348214
18,0.00947686593029018
37,0.00953950455172516
20,0.010318258799375373
62,0.011312748810153489
50,0.011572381718167324
46,0.012846174881469857
35,0.01318418410881277
29,0.01552681253452009
12,0.015895107111869367
33,0.016236930879263128
30,0.01717505307093898
44,0.017342311218517266
61,0.019671819768714054
5,0.020818137218522225
27,0.02457591068257317
53,0.02896427444375353
54,0.02933291081701784
60,0.029457398108996512
45,0.03529482930508092
38,0.04083974440301878
19,0.06319061151214922
43,0.10709043294145922
26,0.13818892115016462
28,0.15120881026231842
42,0.18487187451918846
21,0.3963512027523326
