feature,mean_importance
61,-0.005742884254593278
61_ratio_34,-0.0046900695415251605
22,-0.0008446991281085947
50,-0.0007137995660208785
57,-2.8624560390483335e-05
57_sum_2,0.00026194780258561033
55,0.00028323545577093044
63,0.0005374675990386712
13,0.0008995553650158639
9,0.0021620231169289404
29,0.0024099414387955044
59_ratio_2,0.002904067844080377
6,0.0034646873382494724
34,0.003556575228901959
62,0.0036735231674901335
52,0.004667337607811961
60,0.0050702713662773066
46,0.005619510697998637
59,0.005838915953288504
53,0.00601170331947109
17,0.00622037811821372
35,0.006850536442361316
51,0.007201541945497397
2,0.007295103144829451
13_ratio_2,0.007404741612473009
2_ratio_13,0.0075745148418933815
25,0.007912982609197755
4,0.008211687551650314
10,0.011210350056702938
5,0.011394428908980176
3,0.012129338362550045
37,0.012469754988602127
33,0.013014651695874008
52_ratio_36,0.013927203062491438
27,0.014206968699878109
20,0.014229156805798292
44,0.014299790071435226
58,0.014471791151402064
12,0.014475156175523918
18,0.014712926678779126
54,0.015110050529136065
18_ratio_26,0.01576766737604663
41,0.01666465273265934
45,0.018625050491089156
28,0.0206492560333154
30,0.032133650995499634
38,0.036465129859824454
19,0.03806394521454719
26,0.040308143511215706
43,0.04647903102763511
42,0.10087097878531082
21,0.1430488113128775
