feature,mean_importance
20,-0.009459119280590983
34,-0.0070246034327447445
51,-0.005430133239909654
1,-0.0026089538150571414
44,-0.0025956013211240942
18_ratio_26,-0.0020522164941047054
36_multiply_28,-0.0018750853437564969
57_sum_2,-0.00017893130657829214
17,-0.00015566702916835763
6,-0.00011583026612262682
2_ratio_13,-0.00010178478892741427
15,-6.254408800996646e-05
23,-6.034339860367388e-05
8,0.0
48,0.0
16,0.0
47,0.0
40,0.0
56,0.0
31,0.0
24,0.0
55,7.83115360339065e-05
57,0.00016289397536931038
52,0.00039861598012630727
49,0.0005020366172097778
7,0.0006131148562320471
59_ratio_2,0.0007902732246610061
11,0.0009992410143121245
13_ratio_2,0.00102771506802862
63,0.0010817833366477431
61_ratio_34,0.001116276335930516
2,0.0012513494431516698
36_multiply_4,0.0012975491950880658
58,0.0013440986705250623
25,0.0015229790098071655
61_ratio_3,0.0017748744011379352
14,0.00205165699843077
4,0.0027289054506067804
41,0.0028235965573850637
59,0.002909984432721777
22,0.0029549168293313555
29,0.003014532664072095
52_ratio_36,0.0033204801148730674
10,0.004867710752272117
37,0.005402422222514744
61,0.006533283685516186
36,0.006599640406071311
9,0.0067707904410217595
3,0.007072516701305156
62,0.007661879534232838
28,0.008286191567112003
18,0.009015183907083658
30,0.009099921110684816
46,0.011090570880041803
33,0.012840725991898274
12,0.015359573495848636
35,0.017507145088775475
5,0.01921181306319645
50,0.019572744732394096
45,0.020232966381216702
60,0.022417017507456075
53,0.02462329364888901
54,0.026623767472169647
38,0.03115044052785858
13,0.03803438304045663
43,0.0564119980220653
27,0.05785282677586243
26,0.06826752180610683
19,0.08986676973042027
42,0.1871162509740142
21,0.3640487072909374
