Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0166326609943471,0.004615152318883,0.004685062511819,0.0056433846615157,0.0061523589847935,0
-0.0050240792223005,0.0107053947205209,0.0127580449395238,0.0033285600748723,0.0128103520243177,1
0.0168007281940672,0.0001899283995905,0.00316095332099,0.0069976541449859,0.0064288349580347,1
0.0026499738748401,0.0083195762385321,-0.0005853020754841,0.0157200886655911,0.0066749714783802,1
0.0072988663013812,0.0038485661916977,0.0083991272983165,0.0030091423104139,0.0098756450109578,0
0.01166883722115,0.0070424581688345,0.0050566083508834,-0.000812887767889,0.0074986669886783,1
0.0018697252070295,0.0086936706257017,0.0073613335283665,-0.0002590091752144,0.0116205193724978,1
0.0108266112538006,0.0016897182064977,0.0018545908641087,0.0089604306077413,0.0032803640096839,0
0.0083126438057468,-0.0024249374783912,-0.0008576668565933,0.0112334721277554,0.0084301444923028,2
0.0108395292084821,0.0016960310624221,0.0004655007135779,0.0004799435408943,0.0101342176482667,1
0.0049450057586512,0.0001402038324072,0.0125267928820948,-0.00414706467893,0.0087863337738881,2
-0.0025534061731064,0.0025645297859752,0.0004010584091131,0.0101725184282309,0.0102345191960053,2
0.0148171897696891,0.0076409864080695,-0.0012112320482644,-0.0056647361823877,0.0023639733861971,2
-0.0004669578732809,0.0024247589729717,0.0118937023836539,-0.0008220022511147,0.0026722939006739,2
-0.0039740604269452,0.0114804387418858,0.0047116585950898,0.0017427932569171,0.0012880516644236,1
0.0085743025144894,0.0030750477909505,0.0052520495577549,-0.0013684091055586,-0.0009609172675244,2
2.0563766806427907e-05,0.0120629159395902,-0.0020901376608297,0.0024143432640935,0.0012850335810958,2
-0.0008378840620506,0.004329330485698,0.0023395067952704,0.0023297738737577,0.0047627327595857,1
0.0060852479320067,-0.0028695782403672,0.0023825307728544,-0.0015897252331479,0.0055747305308419,2
0.0048911217775324,0.0011090225584106,0.003607787061698,-0.0015871426699816,0.0001770394687701,1
0.0050616137190636,0.002320669917721,-0.0003662831646086,0.0014245732712567,-0.0006892898982496,2
0.0035789088486712,0.0014303661354249,-0.005252237011471,0.0009146643951822,0.0064617051725698,1
-0.0067299555393825,0.0006057320184755,0.0089249919427098,0.0036975741208887,-0.0008917972636936,2
0.0025710964075117,0.0003042677605095,-0.000603038665335,0.0014451317792146,0.0018229240490534,2
0.0045262958513688,-0.000739437492688,-0.000366106742994,0.0017129058336906,0.0001298746717432,2
0.0026773309801481,0.0018527521650914,-0.0009093966049404,-0.0003278953853635,0.0018615747171485,2
0.0033655494531712,-0.0001889568422526,-0.0029187387434177,-0.0003398438037885,0.0049548658222397,3
0.0125380925258323,-0.0031813909176794,-0.0058037918605983,-0.0041653360020947,0.0049027747331154,3
-0.0005085915685801,0.0033826113039721,1.5952935021357194e-05,0.0001758809136259,0.0010688402330898,2
0.0026843411626654,-0.0003813486420486,0.000434031784087,-0.0010937203445433,0.0022715538033956,3
0.0035965564381779,-0.0001956182830118,2.4624699949127304e-05,0.0001482384826205,-0.0001911093418016,3
0.0033419554849705,-0.0054774943512591,-0.0015404569963271,0.0002856801479764,0.0057684207635913,2
-0.0024901368803803,-0.0033442722827393,0.0063167595250728,0.0053725266281574,-0.0037270332604464,3
1.4359395776855632e-05,0.0011004341403805,-0.0001182280610355,0.0007129086554003,0.0002019533811556,2
-0.0005819561677418,0.0016251446007442,-0.004247092664858,0.003117498053849,0.0014992974804638,2
0.0022711457900675,-0.002489473355698,-0.0055805028767936,0.001790137292053,0.0043505763675257,2
2.043500654128061e-06,5.259391633316568e-09,1.278414111523518e-05,-8.136208394879384e-06,0.0001372088465796,4
0.0008421303993688,0.0012919306629471,-0.000949194718378,8.15789347062501e-05,-0.001231597122836,3
0.0,0.0,0.0,5.067023841384688e-06,0.0,4
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0001779394172243,-0.000341047043668,1.5416933938347532e-05,8.029295678157466e-05,9.637480323190784e-06,3
0.0016280460446463,0.0004222882176362,0.000956626151049,-0.0037215889194007,-0.00070945763073,5
0.0013698921171151,-0.0005870650242036,-0.0023525899479022,0.0013872020072218,-0.0014772209712456,4
0.0032228049400946,-0.001285578207539,-0.0042837339825022,0.001598353487993,-0.0011055866058364,3
0.0060765435672045,0.006008598555444,0.0015532526957553,-0.0184294640080056,0.0015273214862047,1
0.0107143221263375,-0.0108691563822347,-0.0010010837400002,-0.0043466711475554,-0.0014849122965608,4
