name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,2.772588722239781,1.36
2_DecisionTree,Decision Tree,logloss,2.0840266029155607,3.76
3_Linear,Linear,logloss,2.0088468497345997,3.75
4_Default_Xgboost,Xgboost,logloss,0.043443697763723324,31.3
5_Default_NeuralNetwork,Neural Network,logloss,1.2678987231960266,1.53
6_Default_RandomForest,Random Forest,logloss,0.983041089502904,3.96
Ensemble,Ensemble,logloss,0.043443688124534675,0.24
