feature,mean_importance
14,-0.0017844434676325515
49,-0.0006167467315889407
23,-2.4834149356584012e-05
31,0.0
56,0.0
40,0.0
24,0.0
48,2.8880765001737527e-10
16,4.868513105049654e-07
47,4.7208692910605256e-05
15,0.00011867000223722001
8,0.00022368733603605472
59,0.0008485931891242693
7,0.0011287312850267795
1,0.0018198265719550522
57,0.003383329573935223
37,0.003430946714240296
11,0.003484202399325681
17,0.004613917495396663
9,0.006282873097647068
62,0.007696877370940036
55,0.007882241928733668
22,0.008249932655273401
63,0.009259366984523005
13,0.009583792205003378
30,0.009917786023260966
25,0.010599839143323348
6,0.011041286635078768
29,0.011569759534771384
35,0.012382671788081001
28,0.013036392671822
33,0.013457722236450425
10,0.013544282158370762
61,0.014042705844977821
41,0.014149237861749814
52,0.014633376445040324
34,0.014688347072575842
44,0.014945478344263307
2,0.015018755211257229
58,0.015395095882045023
54,0.01700835849548326
5,0.017457619087601756
36,0.01784135264307999
3,0.01844359052074162
38,0.019197047103726782
18,0.02140272475601197
45,0.021425393410943495
60,0.02182027562213496
46,0.02190194621345722
4,0.022620639792318258
20,0.023829767464163303
12,0.02612611419009725
50,0.03004038643299658
53,0.0302732591772202
51,0.03580818199054301
27,0.04051213319535394
19,0.040882531537892106
42,0.04334197396115856
26,0.05108872998589984
43,0.09351331276213912
21,0.09403277253115513
