feature,mean_importance
55,-0.005488261260138072
41,0.005511506671236799
22,0.016821814211182985
34,0.019130837253698275
59,0.03079297039867469
2,0.0326124869084967
4,0.03632758045846031
63,0.041637438407554864
54,0.054459622055752256
50,0.06089169363662324
35,0.07558266565338984
37,0.07810391277180809
9,0.07943045758851087
46,0.08967859657045908
62,0.10035442964071602
61,0.10788095795589721
10,0.10997432441806745
57,0.11176213526395355
29,0.11268509754370055
42,0.11876856440458909
60,0.12432146672597585
6,0.1253551669260015
38,0.1303362244718825
33,0.13131977652320534
17,0.14395925186245534
13,0.1635153362820939
5,0.16547696106335522
58,0.17840113313612904
52,0.18337646846751432
45,0.18653029558948955
30,0.22312838275852714
28,0.23122857493219712
3,0.23336132230106355
44,0.2508604630400459
19,0.2517957036078309
27,0.26356088834610836
25,0.26791825231341443
18,0.2683493743195147
53,0.27464133775198774
43,0.34642498246654146
20,0.3840942618054769
51,0.39118325027066975
21,0.4341301933837518
12,0.48912010501650405
26,0.5064964550618731
